Nom.scientifique;Common.name;Nom.vernaculaire;Commentaire;Règne;Embranchement;Classe;Ordre;Famille;Genre;ID.WoRMS;ID.ITIS;Présent.Brunel.1998;Taxons.IML
Nanomia cara;;;;Animalia;Cnidaria;Hydrozoa;Siphonophorae;Agalmatidae;Nanomia;135496;;Oui;
Nansenia groenlandica;Large Eyed Argentine;Serpe Du Groenland;;Animalia;Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;126725;;;
Nansenia oblita;Forgotten Argentine;Serpe Oubliée;;Animalia;Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;126728;;;
Narcetes stomias;Black Slickhead;Cassigné À  Tête Noire;;Animalia;Chordata;Actinopteri;Alepocephaliformes;Alepocephalidae;Narcetes;126706;;;
Nasicola hogansi;;;;Animalia;Platyhelminthes;Monogenea;Capsalidea;Capsalidae;Nasicola;158631;;Oui;
Naucrates ductor;Pilotfish;Poisson Pilote;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Naucrates;126811;;;
Nealotus tripes;Black Snake Mackerel;Escolier Reptile;;Animalia;Chordata;Actinopteri;Scombriformes;Gempylidae;Nealotus;126864;;;
Nebalia bipes;;;;Animalia;Arthropoda;Malacostraca;Leptostraca;Nebaliidae;Nebalia;147032;;Oui;Oui
Nebaliella caboti;;;;Animalia;Arthropoda;Malacostraca;Leptostraca;Nebaliidae;Nebaliella;149680;;Oui;Oui
Nectoteuthis pourtalesi;;;;Animalia;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Nectoteuthis;342369;;;
Nematocarcinus cursor;Speedy Shrimp;Crevette Galopante;;Animalia;Arthropoda;Malacostraca;Decapoda;Nematocarcinidae;Nematocarcinus;158366;;;
Nematocarcinus ensifer;;;;Animalia;Arthropoda;Malacostraca;Decapoda;Nematocarcinidae;Nematocarcinus;107573;;;
Nematocarcinus rotundus;Rotund Shrimp;Crevette Ronde;;Animalia;Arthropoda;Malacostraca;Decapoda;Nematocarcinidae;Nematocarcinus;158367;;;
Nematoscelis megalops;;;;Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Nematoscelis;110695;;Oui;Oui
Nemichthys curvirostris;Spotted Snipe Eel;Avocette Tachetée;;Animalia;Chordata;Actinopteri;Anguilliformes;Nemichthyidae;Nemichthys;126305;;;
Nemichthys scolopaceus;Slender Snipe Eel;Avocette Ruban;;Animalia;Chordata;Actinopteri;Anguilliformes;Nemichthyidae;Nemichthys;126306;;;Oui
Nemopsis bachei;;;;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Nemopsis;117348;;Oui;
Neoalbionella centroscyllii;;;;Animalia;Arthropoda;Hexanauplia;Siphonostomatoida;Lernaeopodidae;Neoalbionella;362525;;;
Neoamphitrite affinis;;;;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Neoamphitrite;131502;;;
Neoamphitrite figulus;;;;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Neoamphitrite;131504;;;
Neoamphitrite grayi;;;;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Neoamphitrite;131505;;Oui;Oui
Neoamphitrite groenlandica;;;;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Neoamphitrite;131506;;Oui;Oui
Neoconger mucronatus;Rigged Eel;Anguille Enfaîtée;;Animalia;Chordata;Actinopteri;Anguilliformes;Moringuidae;Neoconger;158580;;;
Neocytherideis foveolata;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Neocytherideididae;Neocytherideis;128283;;Oui;Oui
Neocyttus helgae;Black Oreo;Arrose Sourcilleuse;;Animalia;Chordata;Actinopteri;Zeiformes;Oreosomatidae;Neocyttus;127423;;;
Neoechinorhynchus rutili;;;;Animalia;Acanthocephala;Eoacanthocephala;Neoechinorhynchida;Neoechinorhynchidae;Neoechinorhynchus;;64257;Oui;
Neoepinnula americana;American Sackfish;Escolier Américain;;Animalia;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;159712;;;
Neoepinnula orientalis;Sackfish;Escolier Oriental;;Animalia;Chordata;Actinopteri;Scombriformes;Gempylidae;Neoepinnula;159713;;;
Neognathophausia ingens;;;;Animalia;Arthropoda;Malacostraca;Lophogastrida;Gnathophausiidae;Neognathophausia;220999;;;
Neohela monstrosa;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Unciolidae;Neohela;102108;;Oui;Oui
Neoleanira tetragona;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Sigalionidae;Neoleanira;131069;;Oui;Oui
Neolithodes grimaldii;Porcupine King Crab;Crabe Royal De Grimaldi;;Animalia;Arthropoda;Malacostraca;Decapoda;Lithodidae;Neolithodes;107206;;;
Neomysis americana;;;;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Neomysis;157807;;Oui;Oui
Neonesthes capensis;;;;Animalia;Chordata;Actinopteri;Stomiiformes;Stomiidae;Neonesthes;127366;;;
Neophasis burti;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Acanthocolpidae;Neophasis;158683;;Oui;
Neopleustes pulchellus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Pleustidae;Neopleustes;102999;;Oui;Oui
Neosabellides oceanica;;;;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Neosabellides;129814;;;
Neoscopelus macrolepidotus;Large-Scaled Lantern Fish;;;Animalia;Chordata;Actinopteri;Myctophiformes;Neoscopelidae;Neoscopelus;126634;;;Oui
Nephasoma (Nephasoma) pellucidum;;;;Animalia;Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Nephasoma;159921;;Oui;Oui
Nephasoma (Nephasoma) pellucidum pellucidum;;;;Animalia;Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Nephasoma;159922;;;
Nephasoma eremita;;;;Animalia;Sipuncula;Sipunculidea;Golfingiiformes;Golfingiidae;Nephasoma;;154731;Oui;Oui
Nephtys bucera;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;157499;;Oui;Oui
Nephtys caeca;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;130355;;Oui;Oui
Nephtys ciliata;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;130356;;Oui;Oui
Nephtys discors;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;157500;;Oui;Oui
Nephtys hystricis;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;130360;;Oui;Oui
Nephtys incisa;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;130362;;Oui;Oui
Nephtys longosetosa;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;130364;;Oui;Oui
Nephtys paradoxa;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;130365;;Oui;Oui
Neptunea heros;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Neptunea;254479;;Oui;
Neptunea middendorffiana;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Neptunea;160405;;Oui;Oui
Nereimyra punctata;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Nereimyra;130185;;Oui;Oui
Nereis grayi;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;157503;;Oui;Oui
Nereis pelagica;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;130404;;Oui;Oui
Nereis zonata;;;;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;130407;;Oui;Oui
Nesiarchus nasutus;Black Gemfish ou Johnson S Scabbardfish;Menton-Pointu ou Escolier Long Nez;;Animalia;Chordata;Actinopteri;Scombriformes;Gempylidae;Nesiarchus;126865;;;
Nessorhamphus ingolfianus;Duckbill Oceanic Eel ou Spoonbill Eel;Nesso ou Fouet Long-Nez;;Animalia;Chordata;Actinopteri;Anguilliformes;Derichthyidae;Nessorhamphus;126292;;;
Nezumia aequalis;Smooth Grenadier;Grenadier Lisse;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Nezumia;126473;;;
Nezumia bairdii;Marlin-Spike;Grenadier Du Grand Banc;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Nezumia;183289;;;Oui
Nezumia longebarbata;Bluntnose Grenadier;;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Nezumia;126474;;;
Nezumia sclerorhynchus;Roughtip Grenadier;Grenadier Imberbe;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Nezumia;126475;;;
Nicolea venustula;;;;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Nicolea;131507;;Oui;Oui
Nicolea zostericola;;;;Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Nicolea;131508;;Oui;Oui
Nicomache (Loxochona) quadrispinata;;;;Animalia;Annelida;Polychaeta;rank absent;Maldanidae;Nicomache;334211;;Oui;Oui
Nicomache lumbricalis;;;;Animalia;Annelida;Polychaeta;rank absent;Maldanidae;Nicomache;130311;;Oui;Oui
Nicomache personata;;;;Animalia;Annelida;Polychaeta;rank absent;Maldanidae;Nicomache;130314;;Oui;Oui
Ninoe nigripes;;;;Animalia;Annelida;Polychaeta;Eunicida;Lumbrineridae;Ninoe;130255;;Oui;Oui
Nitokra typica typica;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ameiridae;Nitokra;116837;;;
Nocomis biguttatus;Honeyhead Chub;Tête À Taches Rouges;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Nocomis;1021410;;;
Nocomis micropogon;River Chub;Méné Bâton;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Nocomis;1020930;;;
Nomeus gronovii;Man-Of-War Fish;Dérivant Des Physalies;;Animalia;Chordata;Actinopteri;Scombriformes;Nomeidae;Nomeus;126991;;;
Normanicythere leioderma;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Trachyleberididae;Normanicythere;128146;;Oui;Oui
Normichthys operosus;Multipore Searsid;Circé Troué;;Animalia;Chordata;Actinopteri;Alepocephaliformes;Platytroctidae;Normichthys;126745;;;
rank absent;;;;Animalia;Arthropoda;Malacostraca;Decapoda;Calappidae;Calappa;106873;;;
Notacanthus chemnitzii;Snubnosed Spiny Eel ou Spiny-Eel;Poisson-Tapir À  Grandes Écailles ou Poisson-Tapir Sombre;;Animalia;Chordata;Actinopteri;Notacanthiformes;Notacanthidae;Notacanthus;126643;;;
Notemigonus crysoleucas;Golden Shiner;Chatte De L Est;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notemigonus;159989;;;
Nothria conchylega;;;;Animalia;Annelida;Polychaeta;Eunicida;Onuphidae;Nothria;130467;;Oui;Oui
Notolychnus valdiviae;Topside Lanternfish ou Topside Lampfish;Lanterne De Valdivia;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notolychnus;126629;;;
Notomastus latericeus;;;;Animalia;Annelida;Polychaeta;rank absent;Capitellidae;Notomastus;129898;;Oui;Oui
Notoplana atomata;;;;Animalia;Platyhelminthes;rank absent;Polycladida;Notoplanidae;Notoplana;152414;;Oui;
Notoproctus oculatus;;;;Animalia;Annelida;Polychaeta;rank absent;Maldanidae;Notoproctus;129903;;Oui;Oui
Notoscopelus bolini;Bolin S Lanternfish;Lanterne De Bolin;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notoscopelus;158913;;;
Notoscopelus caudispinosus;Spinetail Lanternfish;Lanterne À Queue Épineuse;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notoscopelus;158914;;;
Notoscopelus elongatus;Mediterranean Lanternfish;Lanterne De Méditerranée;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notoscopelus;158915;;;Oui
Notoscopelus kroyeri;Kràyer S Lanternfish ou Lancet Fish;Lanterne De Kràyer;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notoscopelus;272728;;;
Notoscopelus resplendens;Patchwork Lampfish;Lanterne-Voilière Sao-En-Coin;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Notoscopelus;158916;;;
Notostomus elegans;Elegant Deep-Sea Shrimp;Crevette Élégante;;Animalia;Arthropoda;Malacostraca;Decapoda;Acanthephyridae;Notostomus;107600;;;
Notostomus robustus;Robust Deep-Sea Shrimp;Crevette Robuste;;Animalia;Arthropoda;Malacostraca;Decapoda;Acanthephyridae;Notostomus;107601;;;
Nototeredo norvagica;Shipworm;;;Animalia;Mollusca;Bivalvia;Myida;Teredinidae;Nototeredo;181368;;Oui;Oui
Notropis anogenus;Pugnose Shiner;Méné Camus;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1019835;;;
Notropis atherinoides;Emerald Shiner;Méné Émeraude;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;567536;;;
Notropis bifrenatus;Bridle Shiner;Méné D Herbe;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;888531;;;
Notropis blennius;River Shiner;Méné De Rivière;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1419433;;;
Notropis dorsalis;Bigmouth Shiner;Méné À Grande Bouche;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1017717;;;
Notropis heterodon;Blackchin Shiner;Menton Noir;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1420801;;;
Notropis heterolepis;Blacknose Shiner;Museau Noir;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1017934;;;
Notropis hudsonius;Spottail Shiner;Queue À Tache Noire;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;567537;;;
Notropis photogenis;Silver Shiner;Méné-Mirroir;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1020956;;;
Notropis rubellus;Rosyface Shiner;Tête Rose;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1020944;;;
Notropis stramineus;Sand Shiner;Méné Paille;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1020955;;;
Notropis texanus;Weed Shiner;Méné Diamant;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1019547;;;
Notropis volucellus;Mimic Shiner;Méné Pâle;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Notropis;1026690;;;
Noturus flavus;Stonecat;Barbotte Des Rapides;;Animalia;Chordata;Actinopteri;Siluriformes;Ictaluridae;Noturus;723266;;;
Noturus gyrinus;Tadpole Madtom;Chat-Fou Brun;;Animalia;Chordata;Actinopteri;Siluriformes;Ictaluridae;Noturus;1022873;;;
Noturus insignis;Marginated Madtom;Chat-Fou Livré;;Animalia;Chordata;Actinopteri;Siluriformes;Ictaluridae;Noturus;1022572;;;
Noturus miurus;Brindled Madtom;Chat-Fou Tacheté;;Animalia;Chordata;Actinopteri;Siluriformes;Ictaluridae;Noturus;1020187;;;
Noturus stigmosus;Northern Madtom;Chat-Fou Du Nord;;Animalia;Chordata;Actinopteri;Siluriformes;Ictaluridae;Noturus;1013249;;;
Nucella lapillus;Atlantic Dogwinkle;Pourpre Petite Pierre ou Pourpre De L Atlantique ou Bigorneau Blanc ou Brelin ou Perceur ou Bigorneau Perceur ou Pilau;;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;Nucella;140403;;Oui;Oui
Nucula proxima;Atlantic Nut Clam;Nucule De L Atlantique;;Animalia;Mollusca;Bivalvia;Nuculida;Nuculidae;Nucula;156916;;Oui;Oui
Nuculana minuta;Minute Nutclam;;;Animalia;Mollusca;Bivalvia;Nuculanida;Nuculanidae;Nuculana;140577;;Oui;Oui
Nuculana pernula;Northern Nutclam;;;Animalia;Mollusca;Bivalvia;Nuculanida;Nuculanidae;Nuculana;140579;;Oui;Oui
Nuculana tenuisulcata;Thin Nutclam;;;Animalia;Mollusca;Bivalvia;Nuculanida;Nuculanidae;Nuculana;156923;;Oui;Oui
Nyctiphanes couchii;;;;Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Nyctiphanes;254316;;;
Nymphon brevirostre;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;150520;;Oui;Oui
Nymphon brevitarse;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;134682;;Oui;Oui
Nymphon grossipes;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;134688;;Oui;Oui
Nymphon hirtipes;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;134690;;Oui;Oui
Nymphon longitarse;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;134696;;Oui;Oui
Nymphon macrum;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;150523;;Oui;Oui
Nymphon serratum;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;134707;;Oui;Oui
Nymphon sluiteri;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;134708;;Oui;Oui
Nymphon stroemi;;;;Animalia;Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;134711;;Oui;Oui
Obelia dichotoma;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Obelia;117386;;Oui;
Obelia geniculata;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Obelia;117388;;Oui;
Obelia longissima;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Obelia;117389;;Oui;
Obesotoma simplex;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Obesotoma;139307;;Oui;Oui
Obesotoma woodiana;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Obesotoma;139308;;Oui;Oui
Obtusoecia obtusata;;;;Animalia;Arthropoda;Ostracoda;Halocyprida;Halocyprididae;Obtusoecia;127828;;;
Oceanites oceanicus;Wilson S Storm-Petrel;Océanite De Wilson;;Animalia;Chordata;Aves;Procellariiformes;Hydrobatidae;Oceanites;137190;;;
Oceanobdella sexoculata;;;;Animalia;Annelida;Clitellata;Rhynchobdellida;Piscicolidae;Oceanobdella;116977;;Oui;Oui
Oceanodroma leucorhoa;Leach S Storm-Petrel;Océanite Cul-Blanc;;Animalia;Chordata;Aves;Procellariiformes;Hydrobatidae;Oceanodroma;137192;;;
Octopoteuthis danae;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Octopoteuthidae;Octopoteuthis;342056;;;
Octopoteuthis megaptera;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Octopoteuthidae;Octopoteuthis;342060;;;
Octopoteuthis sicula;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Octopoteuthidae;Octopoteuthis;181379;;;
Octopus briareus;Carribean Reef Octopus;Poulpe Ris;;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;341954;;;
Octopus hummelincki;Carribean Two-Spot Octopus;Poulpe Bourdon;;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;341984;;;
Octopus joubini;Atlantic Pygmy Octopus;Poulpe Pygmé;;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;341985;;;
Octopus maya;Mexican Four-Eyed Octopus;Poulpe Mexicain;;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;341996;;;
Octopus vulgaris;Common Octopus;Chatrou Commun ou Pieuvre Commune;;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;140605;;;
Octopus zonatus;Atlantic Banded Octopus;Poulpe Zèbre;;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;342049;;;
Oculocytheropteron nodosum;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cytheruridae;Oculocytheropteron;790496;;Oui;Oui
Ocythoe tuberculata;Tuberculate Pelagic Octipus;;;Animalia;Mollusca;Cephalopoda;Octopoda;Ocythoidae;Ocythoe;140610;;;
Odobenus rosmarus;Walrus;Morse;;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;137077;;;
Odontophoroides monhystera;;;;Animalia;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;Odontophoroides;230686;;Oui;
Oediceros borealis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Oediceros;102906;;Oui;Oui
Oediceros saginatus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Oediceros;102908;;Oui;Oui
Oenopota elegans;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Oenopota;139317;;Oui;Oui
Oenopota impressa;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Oenopota;139322;;Oui;Oui
Oenopota pingelii;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Oenopota;139327;;Oui;Oui
Oenopota pyramidalis;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Oenopota;139328;;Oui;Oui
Ogcocephalus radiatus;Polka-Dot Batfish;Chauve-Souris Tachetée;;Animalia;Chordata;Actinopteri;Lophiiformes;Ogcocephalidae;Ogcocephalus;275913;;;
Oikopleura dioica;;;;Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;;159669;Oui;Oui
Oikopleura labradoriensis;;;;Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;;159670;Oui;Oui
Oikopleura vanhoeffeni;;;;Animalia;Chordata;Appendicularia;Copelata;Oikopleuridae;Oikopleura;;159671;Oui;Oui
Oithona atlantica;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Oithonidae;Oithona;106642;;;
Oithona setigera setigera;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Oithonidae;Oithona;734517;;Oui;Oui
Oithona similis;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Oithonidae;Oithona;106656;;Oui;Oui
Ommastrephes bartramii;Red Flying Squid;Encornet Volant;;Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Ommastrephes;181382;;;
Ommastrephes caroli;Webbed Squid;Encornet Carol;;Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Ommastrephes;342065;;;
Omosudis lowii;Halterfish;Poisson À Licou;;Animalia;Chordata;Actinopteri;Aulopiformes;Omosudidae;Omosudis;272087;;;
Onchidiopsis corys;;;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Velutinidae;Onchidiopsis;159955;;Oui;Oui
Onchidoris bilamellata;Rough Mantled Doris;Doris Rugueux;;Animalia;Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Onchidoris;150457;;Oui;Oui
Onchidoris diademata;;;;Animalia;Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Onchidoris;156724;;Oui;Oui
Onchidoris muricata;Fuzzy Onchidoris;;;Animalia;Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Onchidoris;140640;;Oui;Oui
Oncorhynchus clarkii;Cutthroat Trout;Truite Fardée;;Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;274347;;;
Oncorhynchus gorbuscha;Pink Salmon;Saumon Rose;;Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;127182;;;
Oncorhynchus keta;Chum Salmon;Saumon Kéta;;Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;127183;;;
Oncorhynchus kisutch;Coho Salmon;Saumon Argenté ou Saumon Coho;;Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;127184;;;
Oncorhynchus mykiss;Rainbow Trout;Truite Arc-En-Ciel;;Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;127185;;;Oui
Oncorhynchus nerka;Sockeye Salmon;Saumon Rouge;;Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;254569;;;
Oncorhynchus tshawytscha;King Salmon ou Spring Salmon;Saumon Quinnat ou Saumon Chinook;;Animalia;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;158075;;;
Oncousoecia canadensis;;;;Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Oncousoeciidae;Oncousoecia;111743;;Oui;
Oncousoecia diastoporides;;;;Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Oncousoeciidae;Oncousoecia;111744;;Oui;
Oncousoecia polygonalis;;;;Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Oncousoeciidae;Oncousoecia;111746;;Oui;
Oneirodes epithales;;;;Animalia;Chordata;Actinopteri;Lophiiformes;Oneirodidae;Oneirodes;159206;;;
Oneirodes eschrichtii;Bulbous Dreamer;Queue-De-Rêve Cosmopolite;;Animalia;Chordata;Actinopteri;Lophiiformes;Oneirodidae;Oneirodes;126572;;;
Oneirodes macrosteus;;;;Animalia;Chordata;Actinopteri;Lophiiformes;Oneirodidae;Oneirodes;126574;;;
Oneirodes schmidti;;;;Animalia;Chordata;Actinopteri;Lophiiformes;Oneirodidae;Oneirodes;159207;;;
Onisimus barentsi;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Onisimus;102637;;Oui;Oui
Onisimus edwardsii;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Onisimus;102643;;;
Onisimus glacialis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Onisimus;102644;;Oui;Oui
Onisimus litoralis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Onisimus;102646;;Oui;Oui
Onisimus normani;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Onisimus;102648;;;
Onisimus plautus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Uristidae;Onisimus;102649;;;
Onoba aculeus;Pointed Cingula;Cingula Pointue;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Rissoidae;Onoba;141308;;Oui;Oui
